cluster;id;author;volume;title;institution;venue;address;publisher;year;pages;editor;note;month;class
0;16591;"goldman, s. a., & kearns, m. j.";;"on the complexity of teaching.";;"jcss 50(1):";;;(1995).;20-31.,;;;goldman1995;goldman1995
0;16592;"s. a. goldman and m. j. kearns.";50(1);"on the complexity of teaching.";;"journal of computer and system sciences,";;;1995.;20-31,;;;february,goldman1995;goldman1995
0;16593;"s. a. goldman and m. j. kearns.";50(1);"on the complexity of teaching.";;"journal of computer and system sciences,";;;1995.;20-31,;;;;goldman1995
0;16594;"s. a. goldman and m. j. kearns.";50(1);"on the complexity of teaching.";;"journal of computer and system sciences,";;;1995.;20-31,;;;february,goldman1995;goldman1995
0;16595;"d. haussler, m. kearns, n. littlestone, m. warmuth.";;"equivalence of models for polynomial learnability.";"and university of california at santa cruz information sciences department,";"technical report number ucsc-crl-88-06,";;"morgan kaufmann publishers,";1988.;"pp. 42-55,";;;;haussler1988
0;16596;"david haussler, michael kearns, nick littlestone, and manfred k. warmuth.";;"equivalence of models for polynomial learnability.";;"information and computation.";;;1988.;;;"to appear. a preliminary version is available in proceedings of the 1988 workshop on computational learning theory, pages 42-55,";;haussler1988
0;16597;"d. haussler, m. kearns, n. littlestone, m. warmuth.";;"equivalence of models for polynomial learnability.";"and university of california at santa cruz information sciences department,";"technical report number ucsc-crl-88-06,";;"morgan kaufmann publishers,";1988.;"pp. 42-55,";;;;haussler1988
0;16598;"david haussler, michael kearns, nick littlestone, and manfred k. war-muth.";;"equivalence of models for polynomial learnability.";;"in proceedings of the 1988 workshop on computational learning theory,";"cambridge, ma,";;1988.;morgan-kaufmann.,;;august;haussler1988;haussler1988
0;16599;"d. haussler, m. kearns, n. littlestone, m. warmuth.";;"equivalence of models for polynomial learnability.";"and university of california at santa cruz information sciences department,";"technical report number ucsc-crl-88-06,";;"morgan kaufmann publishers,";1988.;"pp. 42-55,";;;;haussler1988
0;16600;"david haussler, michael kearns, nick littlestone, and manfred k. warmuth.";;"equivalence of models for polynomial learnability.";;"in proceedings of the 1988 workshop on computational learning theory,";;"morgan kaufmann,";1988.;"pages 42-55.";;;august;haussler1988
0;16601;"d. haussler, m. kearns, n. littlestone, and m. k. warmuth.";95(2);"equivalence of models for polynomial learnability.";;"information and computation,";;;1991.;129-161,;;;december;haussler1991
0;16602;"d. haussler, m. kearns, n. littlestone, and m. k. war-muth.";95(2);"equivalence of models for polynomial learnability.";;"inform. comput.,";;;1991.;129-161,;;;december;haussler1991
0;16603;"d. haussler, m. kearns, n. littlestone, and m. k. warmuth.";95(2);"equivalence of models for polynomial learnability.";;"inform. comput.,";;;1991.;129-161,;;;december;haussler1991
0;16604;"d. haussler, m. kearns, n. littlestone, and m. k. warmuth.";95(2);"equivalence of models for polynomial learnability.";;"inform. comput.,";;;1991.;129-161,;;;december;haussler1991
0;16605;"david haussler, michael kearns, nick littlestone, and manfred k. warmuth.";95(2);"equivalence of models for polynomial learnability.";;"information and computation,";;;1991.;129-161,;;;december;haussler1991
0;16606;"david haussler, michael kearns, nick littlestone, and manfred k. war-muth.";95(2);"equivalence of models for polynomial learnability.";;"information and computation,";;;1991.;129-161,;;;december;haussler1991
0;16607;"d. haussler, m. kearns, n. littlestone, and m. k. warmuth.";95;"equivalence of models for polynomial learnability.";;"information and computation,";;;1991.;129-161,;;;;haussler1991
0;16608;"d. haussler, m. kearns, n. littlestone, and m. k. warmuth.";95(2);"equivalence of models for polynomial learnability.";;"inform. comput.,";;;1991.;129-161,;;;december;haussler1991
0;16609;"david haussler, michael kearns, nick littlestone, and manfred k. warmuth.";25(2);"equivalence of models for polynomial learnability.";;"information and computation,";;;1991.;129-161,;;;december;haussler1991
0;16610;"david haussler, michael kearns, nick littlestone, and manfred k. warmuth.";95(2);"equivalence of models for polynomial learnability.";;"information and computation,";;;1991.;129-161,;;;december;haussler1991
0;16611;"david haussler, michael kearns, nick littlestone, and manfred k. warmuth.";;"equivalence of models for polynomial learnability.";;"information and computation.";;;;;;"to appear.";;haussler1991
0;16612;"d. haussler, m. kearns, n. littlestone, and m. k. warmuth.";95;"equivalence of models for polynomial learnability.";;"information and computation,";;;1991.;129-161,;;;;haussler1991
0;16613;"d. haussler, m. kearns, n. littlestone, and m. k. warmuth.";95(2);"equivalence of models for polynomial learnability.";;"inform. comput.,";;;1991.;129-161,;;;december;haussler1991
0;16614;"david haussler, michael kearns, nick littlestone, and manfred k. warmuth.";95(2);"equivalence of models for polynomial learnability.";;"information and computation,";;;1991.;129-161,;;;december;haussler1991
0;16615;"d. haussler, m. kearns, n. littlestone, and m. k. war-muth.";;"equivalence of models for polynomial learnabil-ity. information and computation,";;;95:129161,;;1991.;;;;;haussler1991
0;16616;"d. haussler, m. kearns, n. littlestone, and m. warmuth.";95;"equivalence of models for polynomial learnability.";;"information and computation,";;;1991.;129-161,;;;;haussler1991
0;16617;"david haussler, michael kearns, nick littlestone, and manfred k. warmuth.";25(2);"equivalence of models for polynomial learnability.";;"information and computation,";;;1991.;129-161,;;;december;haussler1991
0;16618;"david haussler, michael kearns, nick lit-tlestone, and manfred k. warmuth.";;"equivalence of models for polynomial learnability.";;"information and computation,";;;1990.;;;;;haussler1991
0;16619;"d. haussler, m. kearns, n. littlestone, and m. k. warmuth.";95(2);"equiva lence of models for polynomial learnability.";;"inform. comput.,";;;1991.;129-161,;;;december;haussler1991
0;16620;"d. haussler, m. kearns, n. littlestone, and m. k. warmuth.";95(2);"equivalence of models for polynomial learnability.";;"inform. comput.,";;;1991.;129-161,;;;december;haussler1991
0;16621;"d. haussler, m. kearns, n. littlestone, and m. k. warmuth.";95(2);"equivalence of models for polynomial learnability.";;"information and computation,";;;1991.;129-161,;;;december;haussler1991
0;16622;"d. haussler, m. kearns, n. littlestone, and m. warmuth.";95(2);"equivalence of models for polynomial learnability.";;"inform. comput.,";;;1991.;129-161,;;;december;haussler1991
0;16623;"d. haussler, m. kearns, n. littlestone, and m. warmuth.";95(2);"equivalence of models for polynomial learnability.";;"inform. comput.,";;;1991.;129-161,;;;41,haussler1991;haussler1991
0;16624;"david haussler, michael kearns, nick littlestone, and manfred k. warmuth.";95;"equivalence of models for polynomial learnability.";;"information and computation,";;;1991.;129-161,;;;;haussler1991
0;16625;"haussler, d., kearns, m., littlestone, n. and warmuth, m.k.";;"equiv--alence of models for polynomial learnability. information and computation, to appear.";;"an extended abstract appeared in proceedings of the 1st workshop on computational learning theory,";"san mateo, ca.";"morgan kaufmann,";(1991),;;;;;haussler1991
0;16626;"david haussler, michael kearns, nick littlestone, and manfred k. warmuth.";95;"equivalence of models for polynomial learnability.";;"information and computation,";;;1991.;129-161,;;;;haussler1991
0;16627;"haussler, d., kearns, m. j., and schapire, r.";;"bounds on the sample complexity of bayesian learning using information theory and the vc dimension.";;"in proceedings of the fourth annual conference on computational learning theory (colt-91),";;;1991.;"pages 61-74.";;;;haussler1994a
0;16628;"d. haussler, m. kearns, and r. schapire.";;"bounds on the sample complexity of bayesian learning using information theory and the vc dimension.";;"proceedings of the fourth annual workshop on computational learning theory, pages 61--74,";"san mateo, ca, august 1991.";"morgan kaufmann, inc.";;;"in m. k. warmuth and l. g. valiant, editors,";;;haussler1994a
0;16629;"d. haussler, m. kearns, and r. e. schapire.";;"bounds on the sample complexity of bayesian learning using information theory and the vc dimension.";;"in proceedings of the 4th workshop on computational learning theory,";"san mateo, ca,";"morgan kaufmann,";1991.;"pages 61-74.";;;;haussler1994a
0;16630;"d. haussler, m kearns, and r. shapire.";;"bounds on the sample complexity of bayesian learning using information theory and the vc dimension.";;"in colt-91: proceedings of the 4th annual workshop on computational learning theory,";"san mateo, ca, 1991.";"morgan kauffmann.";;"pages 61-74,";;;;haussler1994a
0;16631;"d. haussler, m. kearns, and r. e. schapire.";;"bounds on the sample complexity of bayesian learning using information theory and the vc dimension.";;"in proceedings of the 4th workshop on computational learning theory,";"san mateo, ca,";"morgan kaufmann,";1991.;"pages 61-74.";;;;haussler1994a
0;16632;"david haussler, michael kearns, and rob schapire.";;"bounds on the sample complexity of bayesian learning using information theory and the vc dimension.";;"in computational learning theory: proceedings of the fourth annual workshop.";;"morgan kaufmann,";1991.;;;;;haussler1994a
0;16633;"d. haussler, m. kearns, and r. e. schapire.";;"bounds on the sample complexity of bayesian learning using information theory and the vc dimension.";;"in proc. 4th annu. workshop on comput. learning theory,";"san mateo, ca, 1991.";"morgan kaufmann.";;"pages 61-74,";;;;haussler1994a
0;16634;"d. haussler, m kearns, and r. shapire.";;"bounds on the sample complexity of bayesian learning using information theory and the vc dimension.";;"in colt-91: proceedings of the 4th annual workshop on computational learning theory,";"san mateo, ca, 1991.";"morgan kauffmann.";;"pages 61-74,";;;;haussler1994a
0;16635;"d. haussler, m. kearns, and r. schapire,";;"bounds on the sample complexity of bayesian learning using information theory and the vc dimension,";;"proc. 4th workshop on computational learning theory,";;;1991.;"pages 61-74,";;;;haussler1994a
0;16636;"d. haussler, m kearns, and r. shapire.";;"bounds on the sample complexity of bayesian learning using information theory and the vc dimension.";;"in colt-91: proceedings of the 4th annual workshop on computational learning theory,";"san mateo, ca, 1991.";"morgan kauffmann.";;"pages 61-74,";;;;haussler1994a
0;16637;"david haussler, michael kearns, and robert e. schapire,";;"bounds on the sample complexity of bayesian learning using information theory and the vc dimension,";;"proceedings of the fourth annual workshop on computational learning theory,";;"morgan kaufmann publishers,";1991,;"pp. 61-74.";;;;haussler1994a
0;16638;"d. haussler, m. kearns, and r. schapire.";;"bounds on the sample complexity of bayesian learning using information theory and the vc-dimension.";;"the 1991 workshop on computational learning theory,";;;1991.;"pages 61-74,";;;6,haussler1994a;haussler1994a
0;16639;"d. haussler, m. kearns, and r. schapire.";;"unifying bounds on the sample complexity of bayesian learning theory using information theory and the vc dimension.";;"in proceedings of the 4th annual workshop on computational learning theory,";"san mateo, ca, 1991.";"morgan kaufmann.";;"pages 61-74,";;;;haussler1994a
0;16640;"d. haussler, m. kearns, and r. schapire.";;"bounds on the sample complexity of bayesian learning theory using information theory and the vc dimension.";;"in proceedings of the 4th annual workshop on computational learning theory,";"san mateo, ca, 1991.";"morgan kaufmann.";;"pages 61-74,";;;;haussler1994a
0;16641;"d. haussler, m. kearns, and r. schapire.";;"bounds on the sample complexity of bayesian learning using information theory and the vc dimension.";;"in proceedings of the 1991 workshop on computational learning theory,";"san mateo, ca,";;1991.;;;"morgan kaufmann. to appear in machine learning.";august;haussler1994a
0;16642;"d. haussler, m. kearns, and r. schapire.";;"bounds on the sample complexity of bayesian learning using information theory and the vc dimension.";;"in proceedings of the fourth workshop on computational learning theory,";;;1991.;"pages 61-74,";;;26,haussler1994a;haussler1994a
0;16643;"d. haussler, m. kearns, and r. schapire.";;"bounds on the sample complexity of bayesian learning using information theory and the vc dimension.";;"in proceedings of the fourth workshop on computational learning theory,";;;1991.;;;;;haussler1994a
0;16644;"d. haussler, m. kearns, and r. schapire.";;"bounds on the sample complexity of bayesian learning using information theory and the vc dimension.";;"proceedings of the fourth annual workshop on computational learning theory,";"san mateo, ca, 1991.";"morgan kaufmann.";;"pages 61-74,";"in m. k. warmuth and l. g. valiant, editors,";;;haussler1994a
0;16645;"david haussler, michael kearns, and robert schapire.";;"bounds on the sample complexity of bayesian learning using information theory and the vc dimension.";;"in proceedings of the fourth annual workshop on computational learning theory,";"san mateo, ca,";"published by morgan kaufmann,";1991.;"pages 61-74,";;;;haussler1994a
0;16646;"d. haussler, m. kearns, and r. e. schapire.";;"bounds on the sample complexity of bayesian learning using information theory and the vc dimension.";;"in proc. 4th annu. workshop on comput. learning theory,";"san mateo, ca, 1991.";"morgan kaufmann.";;"pages 61-74,";;;;haussler1994a
0;16647;"david haussler, michael kearns, and robert schapire.";;"bounds on the sample complexity of bayesian learning using information theory and the vc dimension.";;"in proceedings of the 1991 workshop on computational learning theory,";"san mateo, ca, 1991.";"morgan kaufmann.";;25,;;;haussler1994a;haussler1994a
0;16648;"david haussler, michael kearns, and robert schapire.";;"bounds on the sample complexity of bayesian learning using information theory and the vc dimension.";;"in proceedings of the 1991 workshop on computational learning theory,";"san mateo, ca, 1991.";"morgan kaufmann.";;"pages 61-74,";;;;haussler1994a
0;16649;"d. haussler, m. kearns and r.";;"schapire (1991). `bounds on the sample complexity of bayesian learning using information theory and the vc dimension";;;preprint.,;;;;;;;haussler1991p
0;16650;"d. haussler, m. kearns and r.";;"schapire (1991). bounds on the sample complexity of bayesian learning using information theory and the v-c dimension,";;preprint.,;;;;;;;haussler1991p;haussler1991p
0;16651;"haussler, d., kearns, m. and schapire, r.";;"bounds on the sample complexity of bayesian learning using information theory and the vc dimension.";"ucsc-crl-91-44, university of california at santa cruz.";;;;(1992).;;;;;haussler1992
0;16652;"haussler, d., kearns, m. and schapire, r.";;"bounds on the sample complexity of bayesian learning using information theory and the vc dimension.";"ucsc-crl-91-44, university of california at santa cruz.";;;;(1992).;;;;;haussler1992
0;16653;"haussler, d., kearns, m. and schapire, r.";;"bounds on the sample complexity of bayesian learning using information theory and the vc dimension.";"ucsc-crl-91-44, university of california at santa cruz.";;;;(1992).;;;;12,haussler1992;haussler1992
0;16654;"d. haussler, m. kearns, h. s. seung, and n. tishby.";;"rigorous learning curve bounds from statistical mechanics.";;"proceedings of the seventh annual acm conference on computational learning theory,";"new york 1994.";acm.;;"pages 76-87,";"in m. k. warmuth, editor,";;;haussler1994
0;16655;"haussler, d., kearns, m. j., seung, h. s., and tishby, n.";;"rigorous learning curve bounds from statistical mechanics.";;"in proceedings of the seventh annual conference on computational learning theory (colt-94),";;;1994.;"pages 76-87.";;;;haussler1994
0;16656;"haussler, d., kearns, m., seung, h. s. & tishby, n.";;"rigorous learning curve bounds from statistical mechanics,";;"in proceedings of the seventh annual acm conference on computational learning theory";;"acm press,";(1994),;"pp. 76-87.";;;;haussler1994
0;16657;"haussler, d., kearns, m., seung, h. s., & tishby, n.";;"rigorous learning curve bounds from statistical mechanics.";;"in proc. 7th annu. acm workshop on comput. learning theory,";"new york, ny.";"acm press,";(1994).;"pp. 76-87.";;;;haussler1994
0;16658;"haussler, d., kearns, m., seung, h. s., and tishby, n.";;"rigorous learning curve bounds from statistical mechanics..";;"in colt (1994),";;;(1994).;"pp. 67-75.";;;;haussler1994
0;16659;"haussler, d., kearns, m., seung, h. s., and tishby, n.";;"rigorous learning curve bounds from statistical mechanics.";;"in proceedings of the 7th annual acm workshop on computational learning theory,";"san mateo, ca.";"morgan kauffman.";(1994).;"pages 76-87,";;;;haussler1994
0;16660;"d. haussler, m. kearns, h. s. seung, and n. tishby.";;"rigorous learning curve bounds from statistical mechanics.";;"in proceedings of the seventh annual acm workshop on computational learning theory,";;;1994.;;;;;haussler1994
0;16661;"d. haussler, m. kearns, h. s. seung, and n. tishby.";;"rigorous learning curve bounds from statistical mechanics.";;"in proceedings of the seventh annual acm conference on computational learning theory,";"new york 1994.";acm.;;"pages 76-87,";;;;haussler1994
0;16662;"d. haussler, m. kearns, h.s. seung, and n. tishby.";;"rigourous learning curve bounds from statistical mechanics.";;"in proceedings of the seventh annual acm confernce on computational learning theory,";;;1994.;"pages 76-87,";;;;haussler1994
0;16663;"d. haussler, m. kearns, h.s. seung, and n. tishby.";;"rigourous learning curve bounds from statistical mechanics.";;"in proceedings of the seventh annual acm confernce on computational learning theory,";;;1994.;"pages 76-87,";;;;haussler1994
0;16664;"d. haussler, m. kearns, h. s. seung, and n. tishby.";;"rigorous learning curve bounds from statistical mechanics.";;"in proc. 7th annual workshop on comput. learning theory,";"san mateo, ca,";"morgan kaufmann,";1994.;"pages 76-87.";;;;haussler1994
0;16665;"d. haussler, m. kearns, h. s. seung, and n. tishby.";;"rigorous learning curve bounds from statistical mechanics.";;"in proceedings of the 7th annual acm workshop on computational learning theory,";"san mateo, ca,";"morgan kauffman,";1994.;"pages 76-87.";;;;haussler1994
0;16666;"haussler d., m. kearns, h. s. seung, and n. tishby,";;"rigorous learning curve bounds from statistical mechanics proceedings of colt-94,";;;"ny, pp.76-87,";acm,;1994.;;;;;haussler1994
0;16667;"haussler d., m. kearns, h. s. seung, and n. tishby.";;"rigorous learning curve bounds from statistical mechanics proceedings of colt-94,";;;"ny, pp.76-87,";acm,;1994.;;;;;haussler1994
0;16668;"d. haussler, m. kearns, h.s. seung, and n. tishby,";;"rigorous learning curve bounds from statistical mechanics";;"in proceedings of the seventh acm conference on computational learning theory,";;"morgan kaufmann.";1994,;"pp. 76-87,";"m. warmuth, ed.";;;haussler1994
0;16669;"d. haussler, m. kearns, h.s. seung and n. tishby,";;"rigorous learning curve bounds from statistical mechanics";;"in proceedings of the seventh workshop on computational learning theory";;"acm press,";1994.;;;;;haussler1994
0;16670;"d. haussler, m. kearns, s. seung, n tishby,";;"rigorous learning curve bounds from statistical mechanics";;"proceedings of colt 1994,";;;;"pp. 76-85.";;;;haussler1994
0;16671;"d. haussler, m. kearns, h. s. seung, n. tishby,";"76 - 87.";"rigorous learning curve bounds from statistical mechanics,";;"proc. of the 7th annual acm conference on computational learning theory 1994, acm-press (1994),";;;;;;;;haussler1994
0;16672;"d. haussler, m. kearns, h. s. seung, and n. tishby.";;"rigorous learning curve bounds from statistical mechanics.";;"in proceedings of the seventh annual workshop on computational learning theory (colt-94),";;;1994.;"pages 76-87,";;;;haussler1994
0;16673;"david haussler, michael kearns, and robert e. schapire.";14;"bounds on the sample complexity of bayesian learning using information theory and the vc dimension.";;"machine learning,";;;1994.;83-113,;;;;haussler1994a
0;16674;"david haussler, michael kearns, and robert e. schapire.";14;"bounds on the sample complexity of bayesian learning using information theory and the vc dimension.";;"machine learning,";;;1994.;83-113,;;;;haussler1994a
0;16675;"haussler, david, kearns, michael and schapire, robert 1994.";;"bounds on the sample complexity of bayesian learning using information theory and the vc dimension.";;"machine learning 14(1)";;;;83-113.,;;;haussler1994a;haussler1994a
0;16676;"haussler, d., kearns, m. and schapire, r.e.";;"bounds on the sample complexity of bayesian learning using informations theory and the vc dimension.";;"machine learning 14";;;1994.;83-113.,;;;haussler1994a;haussler1994a
0;16677;"david haussler, michael kearns, and robert schapire.";14;"bounds on the sample complexity of bayesian learning using information theory and the vc dimension.";;"machine learning,";;;1994.;83-113,;;;;haussler1994a
0;16678;"d. haussler, m. kearns, and r. e. schapire.";14(1);"bounds on the sample complexity of bayesian learning using information theory and the vc dimension.";;"machine learning,";;;1994.;83-113,;;;;haussler1994a
0;16679;"d. haussler, m. kearns, and r. schapire.";;"bounds on the sample complexity of bayesian learning using information theory and the vc dimension.";;"machine learning,";;;;;;"to appear.";;haussler1994a
0;16680;"d. haussler, m. kearns, and r. schapire.";14;"bounds on the sample complexity of bayesian learning using information theory and the vc dimension.";;"machine learning,";;;1994.;84-114,;;;;haussler1994a
0;16681;"d. haussler, m. kearns, and r. e. schapire.";14(1);"bounds on the sample complexity of bayesian learning using information theory and the vc dimension.";;"machine learning,";;;1994.;83-113,;;;;haussler1994a
0;16682;"d. haussler, m. kearns, and r. e. schapire.";14(1);"bounds on the sample complexity of bayesian learning using information theory and the vc dimension.";;"machine learning,";;;1994.;83-113,;;;;haussler1994a
0;16683;"d. haussler, m. kearns, and r. schapire.";14(1);"bounds on the sample complexity of bayesian learning using information thjeory and the vc dimension.";;"machine learning,";;;1994.;83-113,;;;;haussler1994a
0;16684;"d. haussler, m. kearns, r. 14, 83, schapire,";;"machine learning,";;;(1994).;;;;;haussler1994a;;haussler1994a
0;16685;"d. haussler, m kearns, and r. shapire.";14(1);"bounds on the sample complexity of bayesian learning using information theory and the vc dimension.";;"machine learning journal,";;;1994.;83-113,;;;;haussler1994a
0;16686;"d. haussler, m. kearns, and r. schapire.";14;"bounds on the sample complexity of bayesian learning using information theory and the vc dimension.";;"machine learning,";;;1994.;84-114,;;;;haussler1994a
0;16687;"david haussler, michael kearns, and robert e. schapire.";14;"bounds on the sample complexity of bayesian learning using information theory and the vc dimension.";;"machine learning,";;;1994.;83-113,;;;;haussler1994a
0;16688;"d. haussler, m. kearns, and r. schapire.";;"bounds on the sample complexity of bayesian learning using information theory and the vc dimension.";;"machine learning.";;;;;;"to appear.";;haussler1994a
0;16689;"d. haussler, m. kearns, and r. schapire.";;"bounds on the sample complexity of bayesian learning using information theory and the vc dimension.";;"machine learning,";;;;;;"to appear.";;haussler1994a
0;16690;"d. haussler, m. kearns, h.s. seung, and n. tishby.";25;"rigourous learning curve bounds from statistical mechanics.";;"machine learning,";;;1996.;195-236,;;;;haussler1996
0;16691;"david haussler, michael kearns, h. sebastian seung, and naftali tishby.";;"rigorous learning curve bounds from statistical mechanics.";;"machine learning,";25:195--236,;;1996.;;;;;haussler1996
0;16692;"d. haussler, m. kearns, h.s. seung, and n. tishby.";25;"rigorous learning curve bounds from statistical mechanics.";;"machine learning,";;;1996.;195-236,;;;;haussler1996
0;16693;"d.p. helmbold and r.e. schapire.";;"predicting nearly as well as the best pruning of a decision tree.";;"in proceedings of the eighth annual conference on computational learning theory,";;;1995.;"pages 61-68,";;;;helmbold1995
0;16694;"david p. helmbold and robert e. schapire.";;"predicting nearly as well as the best pruning of a decision tree.";;"in proceedings of the eighth annual conference on computational learning theory,";;;1995.;"pages 61-68,";;;;helmbold1995
0;16695;"david p. helmhold and robert e. schapire.";;"predicting nearly as well as the best pruning of a decision tree.";;"in proceedings of the 8th annual conference on computational learning theory,";"new york, ny, 1995.";"acm press.";;"pages 61-68,";;;;helmbold1995
0;16696;"david p. helmbold and robert e. schapire.";;"predicting nearly as well as the best pruning of a decision tree.";;"proceedings of the eighth annual conference on computational learning theory,";;"acm press,";1995.;"pages 61 - 68,";;;;helmbold1995
0;16697;"d. p. helmbold and r. e. schapire.";;"predicting nearly as well as the best pruning of a decision tree.";;"in proc. 6th annu. conf. on comput. learning theory,";"new york, ny,";"acm press,";1995.;"pages 61-68.";;;july;helmbold1995
0;16698;"d. p. helmbold and r. e. schapire.";;"predicting nearly as well as the best pruning of a decision tree.";;"to appear in the proceedings of the eighth annual conference on computational learning theory,";"santa cruz,";;1995.;;;;july;helmbold1995
0;16699;"david p. helmbold, robert e. schapire, yoram singer, and manfred k. warmuth.";;"a comparison of new and old algorithms for a mixture estimation problem.";;"in proceedings of the eighth annual conference on computational learning theory,";;;1995.;"pages 69-78,";;;;helmbold1995a
0;16700;"d. p. helmbold, r. e. schapire, y. singer, and m. k. warmuth.";;"a comparison of new and old algorithms for a mixture estimation problem.";;"in proceedings of the eighth annual workshop on computational learning theory,";;;1995.;"pages 69-78,";;;;helmbold1995a
0;16701;"d.p. helmbold, r.e. schapire, y. singer,";;"m.k. warmuth, a comparison of new and old algorithms for a mixture estimation problem,";;"appearing in proc. of the eighth annual conf. on computational learning theory,";;;1995,;;;july;helmbold1995a;helmbold1995a
0;16702;"d. p. helmbold, r. e. schapire, y. singer, and m. k. warmuth.";;"a comparison of new and old algorithms for a mixture estimation problem.";;"in proceedingsof the eighth annual workshop on computationallearning theory,";;;1995.;"pages 69-78,";;;;helmbold1995a
0;16703;"d. helmbold, r. e. schapire, y. singer, and m. k. warmuth.";;"a comparison of new and old algorithms for a mixture estimation problem.";"university of california, santa cruz, computer research laboratory,";"technical report ucsc-crl-95-50,";;;1995.;;;"an extended abstract appeared in colt 95.";october,helmbold1995a;helmbold1995a
0;16704;"d. helmbold, r. e. schapire, y. singer, and m. k. warmuth.";;"on-line portfolio selection using multiplicative upyears.";;"in proc. 13th international conference on machine learning,";"san francisco,";"morgan kaufmann,";1996.;"pages 243-251.";;;;helmbold1996
0;16705;"d. helmbold, r. schapire, y. singer, and m. war muth.";;"on-line portfolio selection using multiplicative upyears.";;"in machine learning: proceedings of the 13th international conference.";;;1996.;;;;;helmbold1996
0;16706;"d. helmbold, r. schapire, y. singer, and m. war-muth.";;"on-line portfolio selection using multiplicative upyears.";;"in machine learning: proceedings of the 13th international conference.";;;1996.;;;;;helmbold1996
0;16707;"helmbold, d. p., r. e. schapire, y. singer and m. k.";;"warmuth (1996). on-line portfolio selection using multilpicative upyears.";;"in: machine learning: proceedings of the thirteenth international conference.";;;1997.;;;;"revised july,";helmbold1996
0;16708;"helmbold, d. p., schapire, r. e., singer, y., and warmuth, m. k.";;"on-line portfolio selection using multiplicative upyears,";;"in proceedings, 13th international conference on machine learning,";"san francisco (to appear).";"morgan kaufmann,";(1996c),;;;;;helmbold1996
0;16709;"helmbold, d. p., schapire, r. e., singer, y., and war-muth, m. k.";;"on-line portfolio selection using multiplicative upyears.";;"in machine learning: proceedings of the thirteenth international conference.";;;1997.;;;;"revised july,";helmbold1996
0;16710;"d. helmbold, r. e. schapire, y. singer, and m. k. warmuth,";;"on-line portfolio selection using multiplicative upyears,";;"in proc. 13th international conference on machine learning,";"san francisco:";"morgan kaufmann,";1996,;"pp. 243-251. 35";;;;helmbold1996
0;16711;"d. p. helmbold, r. e. schapire, y. singer, and m. k. war-muth.";;"on-line portfolio selection using multiplicative upyears.";;"in proc. of the thirteenth intl. conf. on machine learning,";;;1996.;;;;;helmbold1996
0;16712;"d. helmbold, r. e. schapire, y. singer, and m. k. warmuth.";;"on-line portfolio selection using multiplicative upyears.";;"in proc. 13th international conference on machine learning,";"san fran-cisco,";"morgan kaufmann,";1996.;"pages 243251.";;;july;helmbold1996
0;16713;"helmbold, d. p., schapire, r. e., singer, y., and warmuth, m. k.";;"a comparison of new and old algorithms for a mixture estimation problem,";;;;;(1996b),;;;"machine learning (to appear).";;helmbold1996a
0;16714;"helmbold, d. p., & schapire, r. e.";27,;"predicting nearly as well as the best pruning of a decision tree.";;"machine learning,";;;(1997).;51-68.,;;;helmbold1997;helmbold1996a
0;16715;"d.p. helmbold and r.e. schapire.";27(1);"predicting nearly as well as the best pruning of a decision tree.";;"machine learning,";;;1997.;51-68,;;;;helmbold1997
0;16716;"d.p. helmbold, r.e. schapire, y. singer, and m.k. warmuth.";;"a comparison of new and old algorithms for a mixture estimation problem.";;"machine learning,";27:97119,;;1997.;;;"4 available from http:www.sgi.com/technology/mlc/.";;helmbold1997c
0;16717;"d. p. helmbold, r. e. schapire, y. singer, and m. k. warmuth.";27(1);"a comparison of new and old algorithms for a mixture estimation problem.";;"machine learning,";;;1997.;97-119,;;;;helmbold1997c
0;16718;"d. helmbold, r. e. schapire, y. singer, and m. k. warmuth,";"vol. 27,";"a comparison of new and old algorithms for a mixture estimation problem,";;"machine learning,";;;1997.;"pp. 97-119,";;;;helmbold1997c
0;16719;"d. helmbold, r. e. schapire, y. singer, and m. k. warmuth.";;"a comparison of new and old algorithms for a mixture estimation problem.";;"machine learning,";;;1997.;;;"to appear.";;helmbold1997c
0;16720;"h. kautz, m. kearns, and b. selman.";;"reasoning with characteristic models.";;"in aaai-93,";;;;"pages 34-39.";;;;kautz1993
0;16721;"kautz, h. a., kearns, m. j., & selman.";;"b (1993). reasoning with characteristic models.";;"in proceedings of aaai-1993,";;;;34-39.,;;;kautz1993;kautz1993
0;16722;"kautz, h., kearns, m., and selman, b.";;"reasoning with characteristic models.";;"in proc. of the national conference on artificial intelligence (1993),";;;1993.;"pp. 34-39.";;;;kautz1993
0;16723;"kautz, h., m. kearns, and b. selman.";;"reasoning with characteristic models.";;"in proceedings of the national conference on artificial intelligence,";;;1993.;"pages 34-39.";;;;kautz1993
0;16724;"kautz, h., kearns, m. and selman, b.";;"reasoning with characteristic models.";;"in proceedings of the national conference on artificial intelligence,";;;1993.;34-39.,;;;kautz1993;kautz1993
0;16725;"h.a. kautz, m.j. kearns, b. selman.";;"reasoning with characteristic models.";;"proceedings of aaai,";;;1993.;;;;;kautz1993
0;16726;"kautz, henry, kearns, michael and selman,";;"bart 1993. reasoning with characteristic models.";"at&t bell laboratories,";"technical report,";"murray hill, nj.";;;;;;;kautz1993
