author	volume	title	institution	venue	address	publisher	year	pages	editor	note	month	class
a. ehrenfeucht, d. haussler, m. kearns, and l. valiant.	82 3 1989	a general lower bound on the number of examples needed for learning,		information and computation,				247261.,			ehrenfeucht1989	
a. ehrenfeucht, d. haussler, m. kearns, and l.g. valiant.	823	a general lower bound on the number of examples needed for learning.		information and computation,			1989.	247251,				ehrenfeucht1989
andrzej ehrenfeucht, david haussler, michael kearns, and leslie valiant.	82	a general lower bound on the number of examples needed for learning.		information and computation,			1989.	247261,				ehrenfeucht1989
andrzej ehrenfeucht, david haussler, michael kearns, and leslie valiant.	823	a general lower bound on the number of examples needed for learning.		information and computation,			1989.	247251,			september,ehrenfeucht1989	
a. ehrenfeucht, d. haussler, m. kearns, and l.g. valiant.		a general lower bound on the number of examples needed for learning. information and computation,			823247251,		1989.					ehrenfeucht1989
ehrenfeucht, a., haussler, d., kearns, m., and valiant, l.	vol. 82 1989,	a general lower bound on the number of examples needed for learning.		information and computation,				pp. 247261.				ehrenfeucht1989
andrzej ehrenfeucht, david haussler, michael kearns, and leslie valiant.	823,	a general lower bound on the number of examples needed for learning.		information and computation,			1989.	247251,				ehrenfeucht1989
a. ehrenfeucht, d. haussler, m. kearns. l.g. valiant.	823	a general lower bound on the number of examples needed for learning.		information and computation,			1989,	pp. 247261.				ehrenfeucht1989
a. ehrenfeucht, d. haussler, m. kearns, and l. valiant.	82	a general lower bound on the number of examples needed for learning.		information and computation,			1989.	247261,				ehrenfeucht1989
andrzej ehrenfeucht, david haussler, michael kearns, and leslie valiant.	82	a general lower bound on the number of examples needed for learning.		information and computation,			1989.	247261,				ehrenfeucht1989
a. ehrenfeucht, d. haussler, m. kearns, and l. valiant.	82	a general lower bound on the number of examples needed for learning.		information and computation,			1989.	247261,				ehrenfeucht1989
a. ehrenfeucht, d. haussler, m. kearns, and l. valiant.	823	a general lower bound on the number of examples needed for learning.		information and control,			1989.	247251,				ehrenfeucht1989
a. ehrenfeucht, d. haussler, m. j. kearns and l. g. valiant.	823	a general lower bound on the number of examples needed for learning.		information and computation,			1989.	247251,				ehrenfeucht1989
andrzej ehrenfeucht, david haussler, michael kearns, and leslie valiant.	823	a general lower bound on the number of examples needed for learning.		information and computation,			1989.	247251,			september,ehrenfeucht1989	
a. ehrenfeucht, d. haussler, m. kearns, and l.g. valiant.	823	a general lower bound on the number of examples needed for learning.		information and computation,			1989.	247251,				ehrenfeucht1989
andrzej ehrenfeucht, david haussler, michael kearns, and leslie valiant.	823	a general lower bound on the number of examples needed for learning.		information and computation,			1989.	247251,			september,ehrenfeucht1989	
a. ehrenfeucht, d. haussler, m. j. kearns, and l. valiant.		a general lower bound on the number of examples needed for learning. information and computation,			82247261,		1989.					ehrenfeucht1989
a. ehrenfeucht, d. haussler, m. kearns, and l. valiant.	82	a general lower bound on the number of examples needed for learning.		information and computation,			1989.	247261,				ehrenfeucht1989
a. ehrenfeucht, d. haussler, m. kearns, and l. valiant.	823	a general lower bound on the number of examples needed for learning.		information and computation,			1989.	247251,				ehrenfeucht1989
a. ehrenfeucht, d. haussler, m. kearns. l.g. valiant.	823	a general lower bound on the number of examples needed for learning.		information and computation,			1989,	pp. 247261.				ehrenfeucht1989
andrzej ehrenfeucht, david haussler, michael kearns, and leslie valiant.	823	a general lower bound on the number of examples needed for learning.		information and computation,			1989.	247251,			september,ehrenfeucht1989	
a. ehrenfeucht, d. haussler, m. kearns, and l. valiant.	82	a general lower bound on the number of examples needed for learning.		information and computation,			1989.	247261,				ehrenfeucht1989
a. ehrenfeucht, d. haussler, m. kearns, and l. valiant.	823	a general lower bound on the number of examples needed for learning.		information and computation,			1989.	247251,			september,ehrenfeucht1989	
a. ehrenfeucht, d. haussler, m. kearns, and l.g. valiant.	823	a general lower bound on the number of examples needed for learning.		information and computation,			1989.	247251,				ehrenfeucht1989
a. ehrenfeucht, d. haussler, m. kearns, and l.g. valiant.		a general lower bound on the number of examples needed for learning. information and computation,			823247251,		1989.					ehrenfeucht1989
m. feder, y. freund, and y. mansour.		optimal universal learning and prediction of probabilistic concepts.		in proc. of ieee information theory conference,		ieee,	1995.	page 233.				feder1995
m. feder, y. freund, and y. mansour.		optimal universal learning and prediction of probabilistic concepts.		in proc. of ieee information theory conference,		ieee,	1995.	page 233.				feder1995
m. feder, yoav freund and yishay mansour,		optimal universal learning and prediction of probabilistic concepts,								to appear in proc. ieee information theory conference, 1995	 published by ieee. 13	feder1995
m. feder, y. freund, and y. mansour.		optimal universal learning and prediction of probabilistic concepts.		in proc. of ieee information theory conference,		ieee,	1995.	page 233.				feder1995
yoav freund and robert e. schapire.		adaptive game playing using multiplicative weights. games and economic behavior,								to appear.		freund0000a
yoav freund and robert e. schapire.		adaptive game playing using multiplicative weights. games and economic behavior,								to appear.		freund0000a
yoav freund.		boosting a weak learning algorithm by majority.		in proceedings of the third annual workshop on computational learning theory,			1990.	pages 202216,			august	freund1995a
freund, y.		boosting a weak learning algorithm by majority,		in proceedings of the third annual workshop on computational learning theory				1990,	pp. 202216.	to appear in information and computation.		freund1995a
freund, y.		boosting a weak learning algorithm by majority,		in proceedings of the third annual workshop on computational learning theory,			1990,	pp. 202216.		to appear in information and computation.		freund1995a
freund, y.		boosting a weak learning algorithm by majority,		in `proceedings of the third annual workshop on computational learning theory			1990,	pp. 202216.				freund1995a
freund, y.		boosting a weak learning algorithm by majority.		in 3rd annual workshop on computational learning theory,			1990.	pages 202216.				freund1995a
freund, y.		boosting a weak learning algorithm by majority.		in proceedings of the third annual workshop on computational learning theory,	rochester, ny.	morgan kaufmann.	1990.	pp. 202216,				freund1995a
freund, y.		boosting a weak learning algorithm by majority.		proc. 3rd work. comp. learning theory pp.			1990.	202216.				freund1995a
freund, y.		boosting a weak learning algorithm by majority.		proceedings of the third annual workshop on computational learning theory pp.	san francisco	morgan kaufmann.	1990.	202216.				freund1995a
freund, y.		boosting a weak learning algorithm by majority.		in proceedings of the third workshop on computational learning theory,	san mateo, ca.	morgan kaufmann.	1990.	202216.,			freund1995a	
y. freund.		boosting a weak learning algorithm by majority.		in proc. 3rd work. comp. learning theory,			1990.	pages 202216,				freund1995a
yoav freund.		boosting a weak learning algorithm by majority.		in proceedings of the third annual workshop on computational learning theory,		morgan kaufmann,	1990.	pages 202216.				freund1995a
yoav freund.		boosting a weak learning algorithm by majority.		in proc. of the 3rd ann. workshop on comput. learning theory,		morgan kaufmann,	1990.	pages 202216.			august	freund1995a
yoav freund.		boosting a weak learning algorithm by majority.		in proceedings of the third annual workshop on computational learning theory,		morgan kaufmann,	1990.	pages 202216.				freund1995a
yoav freund.		boosting a weak learning algorithm by majority.		in proceedings of the third annual workshop on computational learning theory,		morgan kaufmann,	1990.	pages 202216.			22	freund1995a
y. freund.		boosting a weak learning algorithm by majority.		in proc. 3rd work. comp. learning theory,			1990.	pages 202216,				freund1995a
yoav freund.		boosting a weak learning algorithm by majority.		in proceedings of the third annual workshop on computational learning theory,		morgan kaufmann,	1990.	pages 202216.				freund1995a
freund, y.,		boosting a weak learning algorithm by majority,		proceedings of the 1990 workshop on computational learning theory, p.			1990.	202231.,			august,freund1995a	
freund, y.,		boosting a weak learning algorithm by majority voting,		proceedings of the 3rd annual workshop on computational learning theory,			1990.	pp. 202216,				freund1995a
y. freund.		boosting a weak learning algorithm by majority.		in proceedings of the 1990 workshop on computational learning theory,	san mateo, ca,		1990.	pages 202231,		morgan kaufmann. 34 references	august	freund1995a
y. freund.		boosting a weak learning algorithm by majority.		in proceedings of the third workshop on computational learning theory,	san mateo, ca, 1990.	morgan kaufmann.		pages 202216,				freund1995a
y. freund, h. s. seung, e. shamir, and n. tishby.		information, prediction, and query by committee.		in advances in neural informations processing systems 5,	san mateo, ca, 1992.	morgan kaufmann.						freund1992a
yoav freund, h. sebastian seung, eli shamir, and naftali tishby.	volume 5,	information, prediction, and query by committee.		advances in neural information processing systems,	san mateo, ca,	morgan kaufmann,	1993.	pages 483490.	in stephen jose hanson, jack d. cowan, and c. lee giles, editors,			freund1992a
freund y., seung h.s., shamir e. and tishby n.		information, prediction, and query by committee.		preprint.,		1995.					freund1992a	
