org.cud2v.graphcluster.cluster;id;author;volume;title;institution;venue;address;publisher;year;pages;editor;note;month;class
0;18788;" S Fahlman and C Lebiere ";" vol  2";" ""The cascadecorrelation learning architecture"" ";;" in Advances in Neural Information Processing Systems";;;1990;;" D Touretzky ed ";" San Mateo";;"fahlman1990b  "
0;18789;" S Fahlman and C Lebiere ";" vol2 ";" ""The cascadecorrelation learning architecture"" ";;" in Advances in Neural Information Processing Systems ";;;1990;" pp 524532 ";" D Touretzky ed ";"San Mateo ";;"fahlman1990b  "
0;18790;" S Fahlman and C Lebiere ";" vol 2 ";" ""The cascadecorrelation learning architecture"" ";;" in Advances in Neural Information Processing Systems ";;;1990;" pp 524532 ";" D Touretzky ed ";"San Mateo ";;"fahlman1990b  "
0;18791;" S Fahlman and C Lebiere ";"volume2 ";" The cascade correlation learning algorithm ";;" Neural Information Systems ";;;1990;" pages 524532 ";" In D Touretzky editor ";;;"fahlman1990b  "
0;18792;" Fahlman SE Lebiere C ";" 2 ";" ""The cascadecorrelation architecture"" ";;"in Advances in neural information processing systems ";;;1990;" 524532 ";" DS Touretzky ed ";;;"fahlman1990b  "
0;18793;" S E Fahlman and C Lebiere ";"2 ";" The cascadecorrelation learning algorithm ";;" Advances in Neural Information Processing Systems ";" Los Altos Ca ";;1990;" pp 524532 ";" in D S Touretzky ed ";;;"fahlman1990b  "
0;18794;" SE Fahlman and C Lebiere ";;" The cascadecorrelation learning architecture ";;" Advances in Neural Information Processing Systems";;;1990;" 524532 ";" ed DS Touretsky ";;;"fahlman1990b  "
0;18795;" S E Fahlman and C Lebiere ";"2 ";" The CascadeCorrelation learning architecture ";;" Advances in Neural Information Processing Systems ";;;1990;" pages 524532 ";" In D S Touretzky editor ";;;"fahlman1990b  "
0;18796;" S E Fahlman and C Lebiere ";;" The cascadecorrelation learning architecture ";;" Advances in Neural Information Processing Systems ";" San Mateo CA ";;1990;" pages 524532 ";" In D S Touretsky editor ";;;"fahlman1990b  "
0;18797;" S E Fahlman and C Lebiere ";" volume 2 ";" The cascadecorrelation learning architecture ";;" Neural Information Processing Systems";;;1990;;" In D Touretzky editor ";;;"fahlman1990b  "
0;18798;" Fahlmann Scott C Lebiere ";" 2 ";" The CascadeCorrelation Learning Architechture ";;" in Advances in Neural Information Processing";" Los Altos CA ";;;" pp 524532 ";;;;"fahlman1990b  "
0;18799;" S Fahlman and C Libiere ";" 2 ";" ""The Cascade Correlation Architecture"" ";;" Advances in Neural Information Processing Systems";" San Mateo CA  ";;;"P524532 ";" in D Touretzky ed ";;;"fahlman1990b  "
0;18800;" SE Fahlman and C Lebiere ";" volume 2 ";" The cascadecorrelation learning architecture";;" Advances in Neural Information Processing Systems ";" San Mateo";;1990;" pages 524532 ";" In D Touretzky editor ";;;"fahlman1990b  "
0;18801;" SE Fahlman and C Lebiere ";" volume 2 ";" The cascadecorrelation learning architecture ";;" Advances in Neural Information Processing Systems ";" San Mateo";;1990;" pages 524532 ";"  In DS Touretzky editor ";;;"fahlman1990b  "
0;18802;" S E Fahlman and C Lebiere ";" volume 2 ";" The cascadecorrelation learning architecture ";;" Advances in Neural Information Processing Systems ";" San Mateo CA";;1990;" pages 524532 ";" In D S Touretzky editor ";;;"fahlman1990b  "
0;18803;" S E Fahlman and C Lebiere ";" volume 2 ";" The cascadecorrelation learning architecture ";;" Advances in Neural Information Processing Systems ";" San Mateo CA ";;1990;" pages 524532 ";" In D S Touretzky editor ";;;"fahlman1990b  "
0;18804;" Fahlman SE and Lebiere C ";;" The CascadeCorrelation Learning Architecture ";;" In Advances in Neural Information Processing Systems II Denver 1989 ";" San Mateo ";;1990;" 524532 ";" ed DS Touretzky ";;;"fahlman1990b  "
0;18805;" Fahlman SE and Lebiere C ";" vol 2 ";" The cascadecorrelation learning architecture ";;" Advances in Neural Information Processing ";" San Mateo CA ";;1990;" pp 524532 ";" DS Touretzky Ed ";;;"fahlman1990b  "
0;18806;" SE Fahlman and C Lebiere ";;" ""The cascadecorrelation learning architecture"" ";;" in Ad vances in Neural Information Processing Systems II ";" San Mateo CA ";;1989;" pp 524532 ";"  edited by D Touretzky ";;;"fahlman1990b  "
0;18807;" Fahlman S E and Lebiere C ";" volume 2 ";" The cascadecorrelation learning architecture ";;" Advances in Neural Information Processing Systems ";" San Mateo CA ";;1990;" pages 524532 ";" In Touretzky D editor ";;;"fahlman1990b  "
0;18808;" Fahlmann Scott C Lebiere ";"2 ";" The CascadeCorrelation Learning Architechture ";;;" Los Altos CA ";;;" pp 524532 ";;;;"fahlman1990b  "
0;18809;" Fahlmann Scott C Lebiere ";"2 ";" The CascadeCorrelation Learning Architecture ";;" in Advances in Neural Information Processing ";" Los Altos CA ";;;" pp 524532 ";;;;"fahlman1990b  "
0;18810;" S E Fahlman and C Lebiere ";;" The CascadeCorrelation Learning Architecture ";;" in NIPS 2 ";" Denver Colorado ";;1990;" pp 524532 ";" Editors D Touretzky M ";;;"fahlman1990b  "
0;18811;" Scott E Fahlman and Christian Lebiere ";;" The CascadeCorrelation learning architecture ";;" In 13 ";;;1990;" pages 524532 ";;;;"fahlman1990b "
0;18812;" Scott E Fahlman and Christian Lebiere ";;" The CascadeCorrelation learning architecture ";;" In 13 ";;;1990;" pages 524532 ";;;;"fahlman1990b "
0;18813;" Scott E Fahlman and Christian Lebiere ";;" The CascadeCorrelation learning architecture ";;" In 9 ";;;1990;" pages 524532 ";;;;"fahlman1990b "
0;18814;" SE Fahlman and C Lebiere ";" 2 ";" The cascadecorrelation learning architecture ";;" Advances in Neural Information Processing Systems";" San Mateo CA ";;1990;" pages 524532 ";" In D S Touretzky editor ";;;"fahlman1990b  "
0;18815;" SE Fahlman and C Lebiere ";" 2 ";" The cascadecorrelation learning architecture ";;" Advances in Neural Information Processing Systems";" San Mateo CA ";;1990;" pages 524532 ";" In D S Touretzky editor ";;;"fahlman1990b  "
0;18816;" S Fahlman and C Lebiere ";" 2 ";" ""The cascade correlation learning algorithm"" ";;" in Neural Information Systems";;;1990;" pp 524532 ";" D Touretzky Ed";;;"fahlman1990b  "
0;18817;" S Fahlman and C Lebiere ";" 2 ";" ""The cascade correlation learning algorithm"" ";;" in Neural Information Systems";;;1990;" pp 524532 ";" Ed  D Touretzky ";;;"fahlman1990b  "
0;18818;" Fahlman SE and Lebiere C ";" vol 2 ";" The cascadecorrelation learning architecture ";;" Advances in Neural Information Processing";" San Mateo CA ";;1990;" pp 524532 ";" DS Touretzky Ed ";;;"fahlman1990b  "
0;18819;" S E Fahlman and C Lebiere ";" volume 2 ";" The cascadecorrelation learning architecture ";;" Advances in Neural Information Processing Systems ";;;1990;" pages 524532 ";" In D Touretzky editor ";;;"fahlman1990b  "
0;18820;" SE Fahlman and C Lebiere ";" 2 ";" The cascadecorrelation learning architecture ";;" Advances in Neural Information Processing Systems";;;1990;;" In D S Touretzky editor ";;;"fahlman1990b  "
0;18821;" Scott E Fahlman and Christian Lebiere ";;" The CascadeCorrelation learning architecture ";;" In 16 ";;;1990;" pages 524532 ";;;;"fahlman1990b  "
0;18822;" Fahlman S E and Lebiere C ";" Vol 2 ";" The CascadeCorrelation Learning Architecture ";;"  Advance in Neural Information Processing Systems";" San Mateo CA ";;1990;" 524532 ";" Ed In Touretzky D ";;;"fahlman1990b  "
0;18823;" Fahlman S and Lebiere C ";"2 ";" The cascadecorrelation learning architecture ";;" Advances in Neural Information Processing Systems ";" Los Altos CA ";;1990;"pp 524532 ";"  In DS Touretzky Ed ";;;"fahlman1990b  "
0;18824;" S E Fahlman and C Lebiere ";"2 ";" The cascadecorrelation architecture ";;" Advances in Neural Information Processing Structures ";" San Mateo CA ";;1990;" pages 524532 ";" In D S Touretsky editor ";;;"fahlman1990b  "
0;18825;" S E Fahlman and C Lebiere ";" 2 ";" The cascadecorrelation architecture ";;" Advances in Neural Information Processing Structures";" San Mateo CA ";;1990;" pages 524532 ";" In D S Touretsky editor ";;;"fahlman1990b  "
0;18826;" S Fahlman and C Lebiere ";" volume 2 ";" The cascadecorrelation learning architecture ";;" Advances in Neural Information Processing Systems ";" Denver ";;1990;" pages 524532 ";" In D Touretzky editor ";;1989;"fahlman1990b  "
0;18827;" S Fahlmann C Lebiere ";" 2 ";" The CascadeCorrelation Learning Architecture ";;" Advances in Neural Information Processing";" Los Altos CA ";;;" pp 524532 ";;;;"fahlman1990b  "
0;18828;" S Fahlmann C Lebiere ";"2 ";" The CascadeCorrelation Learning Architecture ";;" Advances in Neural Information Processing ";" Los Altos CA ";;;" pp 524532 ";;;;"fahlman1990b  "
0;18829;" Scott E Fahlman and Christian Lebiere ";;" The CascadeCorrelation learning architecture ";;" In 22 ";;;1990;" pages 524532 ";;" 38 REFERENCES ";;"fahlman1990b "
0;18830;" S Fahlman and C Lebiere ";"2 ";" The cascade correlation learning algorithm ";;" Neural Information Systems ";;;1990;" pages 524532 ";" In D Touretzky editor ";;;"fahlman1990b  "
0;18831;" S Fahlman and C Lebiere ";" 2 ";" The cascade correlation learning algorithm ";;" Neural Information Systems";;;1990;" pages 524532 ";" In D Touretzky editor ";;;"fahlman1990b  "
0;18832;" Fahlman Scott E ";" 2 ";" ""The CascadeCorrelation Learning Architecture"" ";;" in Advances in Neural Information Processing Systems";;;1990;;;;;"fahlman1990b  "
0;18833;" S Fahlman ";2;" ""The cascadecorrelation learning architecture"" ";;" in Advances in Neural Information Processing Systems ";" San Mateo CA ";;1990;" pp 524 ed532 ";"D Touretzky ed ";;;"fahlman1990b  "
0;18834;" SE Fahlman and C Lebiere ";;" The cascadecorrelation learning architecture ";;" Advances in Neural Information Processing Systems ";;;1990;;" In D S Touretzky editor ";;;"fahlman1990b  "
0;18835;" SE Fahlman and Lebiere C ";" 2 ";" The CascadedCorrelation Learning Architecture ";;" In Advances in Neural Information Processing Systems ";;;1990;" 524532 ";;;;"fahlman1990b  "
0;18836;" Scott E Fahlman and Christian Lebiere ";" 2 ";" The CascadeCorrelation Learning Architecture ";;" In Advances in Neural Information Processing Systems";;;1990;;" Touretzky Ed ";;;"fahlman1990b  "
0;18837;" Scott E Fahlman and Christian Lebiere ";"2 ";" The CascadeCorrelation Learning Architecture ";;" In Advances in Neural Information Processing Systems ";;;1990;;" Touretzky Ed ";;;"fahlman1990b  "
0;18838;" SE Fahlman and C Lebiere ";" volume 2 ";" The cascadecorrelation learning architecture ";;" Advances in Neural Information Processing Systems ";" San Mateo";;1990;" pages 524532 ";"  In DS Touretzky editor ";;;"fahlman1990b  "
0;18839;" SE Fahlman and C Lebiere ";" volume 2 ";" The cascadecorrelation learning architecture ";;" Advances in Neural Information Processing Systems ";" San Mateo";;1990;" pages 524532 ";"  In DS Touretzky editor ";;;"fahlman1990b  "
0;18840;" Scott E Fahlman and Christian Lebiere ";;" The cascadecorrelation learning architecture ";;" In Advances in Neural Information Processing Systems II ";;;1990;" pages 524532 ";;;;"fahlman1990b  "
0;18841;" S E Fahlman and C Lebiere ";" 2 ";" The cascade correlation learning algorithm ";;" Neural Information Processing Systems";"  San Mateo CA ";;1990;" pages 524532 ";"  In DS Touretzky editor ";;;"fahlman1990b  "
0;18842;" S Fahlman and C Lebiere ";;" The cascadecorrelation learning architecture ";;" Advances in Neural Information Processing Systems ";" San Mateo CA ";;1990;" pages 524532 ";" In D Touretzky editor ";;;"fahlman1990b  "
0;18843;" S Fahlman and C Lebiere ";;" The cascadecorrelation learning architecture ";;" Advances in Neural Information Processing Systems ";" San Mateo CA ";;1990;" pages 524532 ";" In D Touretzky editor ";;;"fahlman1990b  "
0;18844;" SE Fahlman and C Lebiere ";" Vol2 ";" ""The cascadecorrelation learning architecture"" ";;" Advances in Neural Information Processing Systems ";" San Mateo CA ";;1990;" 2 pp 524532 ";;;;"fahlman1990b  "
0;18845;" SE Fahlman and C Lebiere ";" Vol2 ";" ""The cascadecorrelation learning architecture"" ";;" Advances in Neural Information Processing Systems ";" San Mateo CA ";;1990;" 2 pp 524532 ";;;;"fahlman1990b  "
0;18846;" SE Fahlman and C Lebiere ";" Vol2 ";" The cascadecorrelation learning architecture ";;" Advances in Neural Information Processing Systems";" San Mateo CA ";;1990;" 2 pp 524532 ";;;;"fahlman1990b  "
0;18847;" SE Fahlman and C Lebiere ";" Vol2 ";" The cascadecorrelation learning architecture ";;" Advances in Neural Information Processing Systems ";" San Mateo CA ";;1990;" 2 pp 524532 ";;;;"fahlman1990b  "
0;18848;" Fahlman S E & Lebiere C ";" 2 ";" The cascadecorrelation learning architecture ";;" Advances in Neural Information Processing Systems";;;1990;;" In Touretzky Ed ";;;"fahlman1990b  "
0;18849;" Fahlman S E & Lebiere C ";" 2 ";" The cascadecorrelation learning architecture";;" Advances in Neural Information Processing Systems";;;1990;;" In Touretzky Ed";;;"fahlman1990b  "
0;18850;" Fahlman S and Lebiere C ";" 2 ";" ""The CascadeCorrelation Learning Architecture"" ";;" Advances in Neural Information Processing Systems ";" San Francisco ";;1990;" pp 524532 ";" in Touretzky D ed ";;;"fahlman1990b  "
0;18851;" Fahlman S E and Lebiere C ";" 2 ";" The Cascade Correlation Learning Architecture";;" In Neural Information Systems";;;" 1990 ";" pp 524532 ";" Touretzky D S ed ";;" 1990 ";"fahlman1990b  "
0;18852;" Fahlman S E and Lebiere C ";" 2 ";" The Cascade Correlation Learning Architecture";;" In Neural Information Systems";;;" 1990 ";" pp 524532 ";" Touretzky D S ed ";;" 1990 ";"fahlman1990b  "
0;18853;" Fahlman SE and Lebiere C ";;" The CascadeCorrelation Learning Architecture ";;" In Advances in Neural Information Processing Systems II Denver 1989 ";" San Mateo ";;1990;" 524532 ";" ed DS Touretzky ";;;"fahlman1990b  "
0;18854;" S E Fahlman and Lebiere C ";" 2 ";"The CascadeCorrelation Learning Architecture ";;" in Neural Information Processing Systems";" Denver Colorado ";;1990;" pp 524532 ";" Editors D Touretzky ";;;"fahlman1990b  "
0;18855;" S E Fahlman and C Lebiere ";"2 ";" The CascadeCorrelation Learning Architecture ";;" in Neural Information Processing Systems ";" Denver Colorado ";;1990;" pp 524532 ";" Editors D Touretzky ";;;"fahlman1990b  "
0;18856;" S E Fahlman and C Lebiere ";;"The CascadeCorrelation Learning Architecture ";;" in Advances in Neural Information Systems II ";;;" 1990 ";" pp 524532 ";" D E Touretzky ed ";;" 1991 ";"fahlman1990b  "
0;18857;" S E Fahlman and C Lebiere ";" vol2 ";" The CascadeCorrelation Learning Architecture ";;" Advances in Neural Information Processing Systems NIPS89 ";" San Mateo CA ";;1990;" pp 524532 ";;;;"fahlman1990b  "
0;18858;" Fahlman S E ";"3 ";" The recurrent cascadecorrelation architecture ";;" Advances in Neural Information Processing Systems ";" San Mateo CA ";;1991;" 190205 ";" In Lippmann R P Moody J E and Touretzky D S editors ";;;"fahlman1991a "
0;18859;" Fahlman S E ";"3 ";" The recurrent cascadecorrelation architecture ";;" Advances in Neural Information Processing Systems ";" San Mateo CA ";;1991;" 190205 ";" In Lippmann R P Moody J E and Touretzky D S editors ";;;"fahlman1991a "
0;18860;" Fahlman S E ";" 3 ";" The recurrent cascadecorrelation architecture ";;" Advances in Neural Information Processing Systems";" San Mateo CA ";;1991;" 190205 ";" In Lippmann R P Moody J E and Touretzky D S editors ";;;"fahlman1991a "
0;18861;" Fahlman S E ";"3 ";" The recurrent cascadecorrelation architecture ";;" Advances in Neural Information Processing Systems ";" San Mateo CA ";;1991;" 190205 ";" In Lippmann R P Moody J E and Touretzky D S editors ";;;"fahlman1991a "
0;18862;" Fahlman S E ";"3 ";" The recurrent cascadecorrelation architecture ";;" Advances in Neural Information Processing Systems ";" San Mateo California ";;1991;" pages 190196 ";" In Lippmann R P Moody J E and Touretzky D S editors ";;;"fahlman1991a "
0;18863;" Fahlman S E ";" 3 ";" The recurrent cascadecorrelation learning algorithm ";;" Advances in Neural Information Processing Systems";" San Mateo CA ";;1991;" pages 190196 ";" In Lippmann R P Moody J E and Touretzky D S editors ";;;"fahlman1991a "
0;18864;" Fahlman S E ";"3 ";" The recurrent cascadecorrelation learning algorithm ";;" Advances in Neural Information Processing Systems ";" San Mateo CA ";;1991;" pages 190196 ";" In Lippmann R P Moody J E and Touretzky D S editors ";;;"fahlman1991a "
0;18865;" Fahlman S E ";;" The recurrent cascadecorrelation learning algorithm ";;" NIPS 3 ";" San Mateo CA ";;1991;" pages 190196 ";" In Lippmann R P Moody J E and Touretzky D S editors ";;;"fahlman1991a "
0;18866;" Fahlmann SE1990 ";;" The recurrent cascadecorrelation architecture";;" InAdvances in Neural Information Processing Systgems ";;;;" pp380387 ";;;;"fahlman1991a "
0;18867;" Scott E Fahlman ";" 3 ";" The recurrent cascadecorrelation architecture ";;" Advances in Neural Information Processing Systems";" San Mateo California";;1991;" pages 190196 ";" In R P Lippmann J E Moody and D S Touretzky editors ";;;"fahlman1991a "
0;18868;" S Fahlman ";"3 ";" The recurrent cascadecorrelation architecture ";;" Advances in Neural Information Processing Systems ";" San Mateo California ";;1991;" pages 190196 ";" In R Lippmann J Moody and D Touretzky editors ";;;"fahlman1991a  "
0;18869;" Scott E Fahlman ";" 3 ";" The recurrent cascadecorrelation architecture ";;" Advances in Neural Information Processing Systems";" San Mateo California";;1991;" pages 190196 ";" In R P Lippmann J E Moody and D S Touretzky editors ";;;"fahlman1991a  "
0;18870;" S Fahlman ";3;" ""The recurrent cascadecorrelation architecture"" ";;" in Advances in Neural Information Processing Systems ";" San Mateo CA ";;1991;" pp 190196 ";" RPLippmann J Moody and D Touretzky eds ";;;"fahlman1991a  "
0;18871;" Scott E Fahlman ";"3 ";" The recurrent cascadecorrelation architecture ";;" Advances in Neural Information Processing Systems ";" San Mateo California";;1991;" pages 190196 ";" In R P Lippmann J E Moody and D S Touretzky editors ";;;"fahlman1991a  "
0;18872;" Scott E Fahlman ";" 3 ";" The recurrent cascadecorrelation architecture ";;" Advances in Neural Information Processing Systems";" San Mateo California ";;1991;" pages 190196 ";" In R P Lippmann J E Moody and D S Touretzky editors ";;;"fahlman1991a  "
0;18873;" S Fahlman ";"3 ";" The recurrent cascadecorrelation architecture ";;" Advances in Neural Information Processing Systems ";" San Mateo CA ";;1991;" pages 190 196 ";" In R Lippmann J Moody and D Touretzky editors ";;;"fahlman1991a  "
0;18874;" S Fahlman ";"3 ";" The recurrent cascadecorrelation architecture ";;" Advances in Neural Information Processing Systems ";" San Mateo CA ";;1991;" pages 190 196 ";" In R Lippmann J Moody and D Touretzky editors ";;;"fahlman1991a  "
0;18875;" Fahlman Scott E ";" 3 ";" ""The Recurrent CascadeCorrelation Architecture"" ";;" in Advances in Neural Information Processing Systems";;;1991;;;;;"fahlman1991a  "
0;18876;" S Fahlman ";"3 ";" ""The recurrent cascadecorrelation architecture""";;" in Advances in Neural Information Processing Systems ";" San Mateo CA ";;1991;" pp 190196 ";"R Lippmann J Moody and D Touretzky eds";;;"fahlman1991a  "
0;18877;" Scott E Fahlman and David B McDonald ";" chapter 6 ";" Design considerations for CMU common lisp ";;" Advanced Language Implementation";;;1991;" pages 137156 ";" In Peter Lee editor ";;;"fahlman1991b  "
0;18878;" Scott E Fahlman and David B McDonald ";" chapter 6 ";" Design considerations for CMU common lisp ";;" Advanced Language Implementation";;;1991;" pages 137156 ";" In Peter Lee editor ";;;"fahlman1991b  "
0;18879;" Fahlman SE ";;" The Recurrent CascadeCorrelation Architecture ";" School of Computer Science Carneige Mellon University ";;;;1991;;;;;"fahlman1991c "
0;18881;" Scott E Fahlman ";;" ""The Recurrent CascadeCorrelation Architecture"" ";" Dept of Computer Science Carnegie Mellon University ";;;;" 1991 ";;;;" May ";"fahlman1991c  "
0;18882;" Scott E Fahlman ";;" ""The Recurrent CascadeCorrelation Architecture"" ";" Dept of Computer Science Carnegie Mellon University ";;;;" 1991 ";;;;" May ";"fahlman1991c  "
0;18883;" Scott E Fahlman ";;" ""The Recurrent CascadeCorrelation Architecture"" ";" Dept of Computer Science Carnegie Mellon University ";;;;" 1991 ";;;;" May ";"fahlman1991c  "
0;18884;" Scott E Fahlman ";;" Some thoughts on NETL 15 years later";" Stanford University ";" Innovative Applications of Massive Parallelism ";;;1993;"pages 8589";" In James Geller editor";;;"fahlman1993a  "
0;18885;" Fahlman S E ";;" CMU Benchmark Collection for Neural Net Learning Algorithms ";" Carnegie Mellon University School of Computer Science ";;" Pittsburgh ";;1993;;;;;"fahlman1993b "
0;18886;" S E Fahlman L D Baker and J A Boyan ";;" The Cascade 2 Learning Architecture ";" CMUCSTR96184 Carnegie Mellon University ";;;;1996;;;;;"fahlman1996a  "
0;18887;" S E Fahlman L D Baker and J A Boyan ";;" The Cascade 2 Learning Architecture ";" CMUCSTR96184 Carnegie Mellon University ";;;;1996;;;;;"fahlman1996a  "
0;18888;" S E Fahlman L D Baker and J A Boyan ";;" The Cascade 2 Learning Architecture ";" CMUCSTR96184 Carnegie Mellon University ";;;;1996;;;;;"fahlman1996a  "
0;18889;" Fahln LE CGBrown OStahl CCarlsson ";;" A Space Based Model for User Interaction in Shared Synthetic Environments ";;" In Proceedings of InterCHI93 Amsterdam";;;1993;" 4348 ";;;;"fahln1993a "
0;18890;" Fahln LE CGBrown OStahl CCarlsson ";;" A Space Based Model for User Interaction in Shared Synthetic Environments ";;" In proceedings of the InterCHI93 conference Amsterdam";;;1993;" 4348 ";;;;"fahln1993a "
0;18891;" R Forchheimer and O Fahlander ";;" Low bitrate coding through animation ";;" in Proceedings Picture Coding Symposium PCS83 Davis ";;;" 1983";" pp 113114 ";;;" March ";"forchheimer1983a  "
0;18892;" JFrankel LAlvarez RHorowitz and PLi ";;" ""Robust Platoon Manuevers for AVHS"" ";" University of California ";;;;;;;;;"frankel1994a  "
0;18893;" L J Hendren G R Gao E R Altman and C Mukerji ";;" A register allocation framework based on hierarchical cyclic interval graphs ";;" Proc of the Intl Conf on Compiler Construction number 641 in Lec Notes in Comp Sci ";;;" 1992 ";" pages 176191 ";" In U Kastens and P Pfahler editors ";;" Oct ";"hendren1992a  "
0;18894;" Herzog MH & Fahle M ";" 24 ";" A recurrent model for learning a hyperacuity task ";;;;;1995;;;;;"herzog1995a  "
0;18895;" Hoehfeld M and Fahlman S E ";;" Learning with limited numerical precision using the cascadecorrelation algorithm ";" School of Computer Science CarnegieMellon University ";;" Pittsburgh PA ";;1991;;;;;"hoehfeld1992a  "
0;18896;" M H Hoehfeld and S Fahlman ";" vol 3 no 4 ";" Learning with Limited Numerical Precision Using the CascadeCorrelation Algorithm ";;;;;" 1992 ";;;;" July ";"hoehfeld1992a  "
0;18897;" Knoop J and Steffen B ";" Vol 641";" The interprocedural coincidence theorem ";;" in Proceedings of the Fourth International Conference on Compiler Construction ";" Paderborn FRG ";;" 1992 ";" pp  125140";" U Kastens and P ed ";" Lecture Notes in Computer Science";" October 57 ";"knoop1992a "
0;18898;" Knoop J and Steffen B ";" Vol 641";" The interprocedural coincidence theorem ";;"in Proceedings of the Fourth International Conference on Compiler Construction ";" FRG Paderborn ";;" 1992 ";"pp 125140 ";" U Kastens and P Pfahler ed ";;" October 57 ";"knoop1992a "
0;18899;" Knoop J and Steffen B ";" Vol 641 ";" The interprocedural coincidence theorem";;"in Proceedings of the Fourth International Conference on Compiler Construction";" FRG Paderborn ";;" 1992 ";" pp125140 ";" U Kastens and P Pfahler ed ";;" October 57 ";"knoop1992a "
0;18900;" Knoop J and Steffen B ";"Vol 641";" The interprocedural coincidence theorem";;" in Proceedings of the Fourth International Conference on Compiler Construction";" FRG Paderborn ";;" 1992 ";;" U Kastens and P Pfahler ed ";;" October 57 ";"knoop1992a "
0;18901;" Knoop J and Steffen B ";" Vol 641 ";" The interprocedural coincidence theorem";;"in Proc of the Fourth Int Conf on Comp Construct";" FRG Paderborn ";;" 1992 ";" pp125140 ";" U Kastens and P ed ";;" Oct ";"knoop1992a "
0;18902;" Knoop J and Steffen B ";" Vol 641";" The interprocedural coincidence theorem";;" in Proceedings of the Fourth International Conference on Compiler Construction";" FRG paderborn ";;" 1992 ";" pp 125140";" U Kastens and P ed";" Lecture Notes in Computer Science";" October 57 ";"knoop1992a "
0;18903;" Knoop J and Steffen B ";"Vol 641";" The interprocedural coincidence theorem";;" in Proceedings of the Fourth International Conference on Compiler Construction";" FRG Paderborn ";;" 1992 ";" pp 125140";" U Kastens and P ed ";" Lecture Notes in Computer Science";" October 57 ";"knoop1992a "
0;18904;" Knoop J and Steffen B ";" Vol 641";" The interprocedural coincidence theorem";;"in Proceedings of the Fourth International Conference on Compiler Construction";" FRG paderborn";;" 1992 ";" pp125140 ";" U Kastens and P ed  ";" Lecture Notes in Computer Science";" October 57 ";"knoop1992a "
0;18905;" Knoop J and Steffen B ";" Vol 641";" The interprocedural coincidence theorem";;" in Proceedings of the Fourth International Conference on Compiler Construction";" FRG Paderborn";;" 1992 ";" pp125140";" U Kastens and P ed ";" Lecture Notes in Computer Science";" October 57 ";"knoop1992a "
0;18906;" Knoop J and Steffen B ";" Vol 641";" The interprocedural coincidence theorem";;"in Proc of the Fourth Int Conf on Comp Construct";" FRG Paderborn";;" 1992 ";" pp 125140 ";" U Kastens and P ed ";" Lec Notes in Comp Sci";" Oct ";"knoop1992a 55 "
0;18907;" Knoop J and Steffen B ";" Vol 641 ";" The interprocedural coincidence theorem";;" in Proceedings of the Fourth International Conference on Compiler Construction";" FRG Paderborn ";;" 1992 ";" pp125140";" U Kastens and P ed ";" Lecture Notes in Computer Science";" October 57 ";"knoop1992a "
0;18908;" Knoop J and Steffen B ";" Vol 641";" The interprocedural coincidence theorem";;"in Proceedings of the Fourth International Conference on Compiler Construction";" FRG Paderborn ";;" 1992 ";" pp 125140 ";" U Kastens and P ed  ";" Lecture Notes in Computer Science";" October 57 ";"knoop1992a "
0;18909;" J Knoop and B Steffen ";"  Vol 641 ";" The interprocedural coincidence theorem ";;" Proceedings of the Fourth International Conference on Compiler Construction Lecture Notes in Computer Science";;;1992;" pages 125140 ";" In U Kastens and P Pfahler editors ";;;"knoop1992a  "
0;18910;" J Knoop and B Steffen ";" Vol 641 ";" The interprocedural coincidence theorem ";;" Proceedings of the Fourth International Conference on Compiler Construction Lecture Notes in Computer Science";;;1992;" pages 125140 ";" In U Kastens and P Pfahler editors ";;;"knoop1992a  "
0;18911;" J Knoop and B Steffen ";" Vol 641 ";" The interprocedural coincidence theorem ";;" In Proceedings of the Fourth International Conference on Compiler Construction ";" Paderborn FRG ";;" 1992 ";" pages 125140 ";" U Kastens and P Pfahler eds ";" Appeared as Lecture Notes in Computer Science";" October ";"knoop1992a  "
0;18912;" Jurgen Knopp ";;" Improving the performance of parallel lisp by compile time analysis ";;" Compiler Construction volume 641 of Lecture Notes in Computer Science ";;;1992;" pages 271277 ";" In U Kastnes and P Pfahler editors ";;;"knopp1992a  "
0;18913;" Kriegel HP Heep S Fahldiek A Mysliwitz N ";;" ""Query Processing of Geometric Objects with Free Form Boundaries in Spatial Databases"" ";;" Proc 4th Int Conf DEXA 1993 ";;;;" pp 349360 ";;;;"kriegel1993a  "
0;18914;" Kriegel HP Heep S Fahldiek A Mysliwitz N ";;" ""Query Processing of Geometric Objects with Free Form Boundaries in Spatial Databases"" ";;" Proc 4th Int Conf DEXA 1993 ";;;;" pp 349360 ";;;;"kriegel1993a  "
0;18915;" Koen Langendoen and Pieter Hartel FCG ";;" a code generator for lazy functional languages ";;" Proceedings of the Conference on Compiler Construction ";" Paderborn Germany ";;92;" pages 278296 ";" In P Pfahler U Kastens editor ";;Oct;"langendoen1992a  "
0;18916;" KG Langendoen and PH Hartel FCG ";;" a code generator for lazy functional languages in Compiler construction CC ";;" Proceedings of the International Workshop on Compiler Construction ";"Paderborn Germany ";;" 1992 ";" pp 278296 ";" Springer Verlag LNCS 641 U Kastens and P Pfahler eds ";;" October ";"langendoen1992a  "
